county,state_po,fips,x2008,x2012,x2016,x2008_margin,x2012_margin,x2016_margin
Wyandotte,KS,20209,D,D,D,40.86,37.06,29.4
Adair,KY,21001,R,R,R,52.67,55.01,64.55
Allen,KY,21003,R,R,R,43.76,47.55,63.2
Anderson,KY,21005,R,R,R,32.44,33.98,49.1
Ballard,KY,21007,R,R,R,27.34,37.43,57.18
Barren,KY,21009,R,R,R,33.91,33.33,49.81
Bath,KY,21011,R,R,R,0.53,12.25,37.52
Bell,KY,21013,R,R,R,40.62,51.71,62.19
Boone,KY,21015,R,R,R,34.51,38.65,41.75
Bourbon,KY,21017,R,R,R,17.23,20.41,31.56
Boyd,KY,21019,R,R,R,12.31,16.32,37.01
Boyle,KY,21021,R,R,R,23.21,26.12,29.04
Bracken,KY,21023,R,R,R,24.27,27.29,56.88
Breathitt,KY,21025,R,R,R,9.26,35.06,42.77
Breckinridge,KY,21027,R,R,R,25.48,27.61,51.56
Bullitt,KY,21029,R,R,R,32.3,35.67,49.78
Butler,KY,21031,R,R,R,40.34,47.89,62.43
Caldwell,KY,21033,R,R,R,26.68,35.02,54.34
Calloway,KY,21035,R,R,R,18.35,27.36,35.01
Campbell,KY,21037,R,R,R,20.9,22.8,24.45
Carlisle,KY,21039,R,R,R,31.33,41.43,63.9
Carroll,KY,21041,R,R,R,8.24,10.05,38.44
Carter,KY,21043,R,R,R,9.54,21.28,51.67
Casey,KY,21045,R,R,R,58.08,62.68,73.23
Christian,KY,21047,R,R,R,21.16,23.79,31.34
Clark,KY,21049,R,R,R,25.05,30.51,37.05
Clay,KY,21051,R,R,R,56.46,68.6,75.5
Clinton,KY,21053,R,R,R,62.44,64.12,73.11
Crittenden,KY,21055,R,R,R,34.35,48.75,66.21
Cumberland,KY,21057,R,R,R,48.59,56.66,66.63
Daviess,KY,21059,R,R,R,10.11,21.11,32.19
Edmonson,KY,21061,R,R,R,36.24,39.8,60.18
Elliott,KY,21063,D,D,R,25.17,2.5,44.13
Estill,KY,21065,R,R,R,40.08,46.16,56.41
Fayette,KY,21067,D,D,D,4.82,1.02,9.45
Fleming,KY,21069,R,R,R,19.77,32.32,53.9
Floyd,KY,21071,R,R,R,1.35,33.92,48.23
Franklin,KY,21073,R,D,R,0.6,0.81,4.62
Fulton,KY,21075,R,R,R,10.34,16.24,32.54
Gallatin,KY,21077,R,R,R,17.6,16.99,50.75
Garrard,KY,21079,R,R,R,43.08,51.56,58.39
Grant,KY,21081,R,R,R,27.39,33.16,56.05
Graves,KY,21083,R,R,R,26.08,39.68,56.38
Grayson,KY,21085,R,R,R,34.85,39.48,59.19
Green,KY,21087,R,R,R,50.82,50.84,66.38
Greenup,KY,21089,R,R,R,14.1,18.64,45.46
Hancock,KY,21091,D,R,R,5,9.17,35.95
Hardin,KY,21093,R,R,R,20.62,20.76,30.19
Harlan,KY,21095,R,R,R,46.19,64.01,72.11
Harrison,KY,21097,R,R,R,21.13,29.11,43.75
Hart,KY,21099,R,R,R,30.9,29.81,49.42
Henderson,KY,21101,D,R,R,2.65,11.84,27.66
Henry,KY,21103,R,R,R,19.6,21.4,43.59
Hickman,KY,21105,R,R,R,26.4,34.83,56
Hopkins,KY,21107,R,R,R,24.87,39.93,53.91
Jackson,KY,21109,R,R,R,70.14,74.16,80.11
Jefferson,KY,21111,D,D,D,12,11.12,13.33
Jessamine,KY,21113,R,R,R,36.98,39.9,40
Johnson,KY,21115,R,R,R,41.58,59.46,70.97
Kenton,KY,21117,R,R,R,20.87,24.33,26.03
Knott,KY,21119,R,R,R,7.87,47.6,54
Knox,KY,21121,R,R,R,44.57,53.9,67.63
Larue,KY,21123,R,R,R,36.26,37.79,55.3
Laurel,KY,21125,R,R,R,57.96,63.58,69.07
Lawrence,KY,21127,R,R,R,25.97,44.26,62.41
Lee,KY,21129,R,R,R,44.21,52.69,64
Leslie,KY,21131,R,R,R,63.86,80.93,80.48
Letcher,KY,21133,R,R,R,33.32,58.34,62.96
Lewis,KY,21135,R,R,R,35.55,41.6,67.53
Lincoln,KY,21137,R,R,R,38.48,41.89,57.24
Livingston,KY,21139,R,R,R,27.61,38.64,57.76
Logan,KY,21141,R,R,R,28.6,32.64,46.09
Lyon,KY,21143,R,R,R,16.68,27.06,44.02
Madison,KY,21151,R,R,R,22.44,28.86,31.14
Magoffin,KY,21153,R,R,R,7.07,39.91,51.84
Marion,KY,21155,R,R,R,3.23,5.22,30.12
Marshall,KY,21157,R,R,R,24.72,34.23,51.8
Martin,KY,21159,R,R,R,54.6,68.15,79.43
Mason,KY,21161,R,R,R,17.01,23.33,41.2
McCracken,KY,21145,R,R,R,25.23,32.46,37.18
McCreary,KY,21147,R,R,R,52.15,61.24,75.28
McLean,KY,21149,R,R,R,9.57,30.31,52.41
Meade,KY,21163,R,R,R,20.95,22.76,46.06
Menifee,KY,21165,D,R,R,4.86,16.78,47.14
Mercer,KY,21167,R,R,R,36,38.78,50.5
Metcalfe,KY,21169,R,R,R,32.96,29.9,54.44
Monroe,KY,21171,R,R,R,52.95,59.54,73.67
Montgomery,KY,21173,R,R,R,16.58,26.32,41.02
Morgan,KY,21175,R,R,R,11.81,36.94,54.91
Muhlenberg,KY,21177,R,R,R,1.75,23.48,46.87
Nelson,KY,21179,R,R,R,13.69,16.52,33.64
Nicholas,KY,21181,R,R,R,12.19,24.6,41.18
Ohio,KY,21183,R,R,R,16.38,36.11,56.38
Oldham,KY,21185,R,R,R,30.69,36.6,31.05
Owen,KY,21187,R,R,R,26.84,32.26,53.65
Owsley,KY,21189,R,R,R,53.26,63.04,69.24
Pendleton,KY,21191,R,R,R,28.42,30.66,57.27
Perry,KY,21193,R,R,R,31.98,58.52,56.96
Pike,KY,21195,R,R,R,13.82,50.53,62.71
Powell,KY,21197,R,R,R,15.53,25.57,45.21
Pulaski,KY,21199,R,R,R,55.39,60.52,66.67
Robertson,KY,21201,R,R,R,8.08,25.56,53.01
Rockcastle,KY,21203,R,R,R,53.35,63.24,70.15
Rowan,KY,21205,D,R,R,2.05,7.79,21.24
Russell,KY,21207,R,R,R,56.32,61.97,70.59
Scott,KY,21209,R,R,R,20.63,25.02,30.32
Shelby,KY,21211,R,R,R,24.7,27.63,33.62
Simpson,KY,21213,R,R,R,22.74,24.04,38.95
Spencer,KY,21215,R,R,R,35.52,37.68,55.44
Taylor,KY,21217,R,R,R,40.54,38.96,51.01
Todd,KY,21219,R,R,R,36.29,39.08,53.78
Trigg,KY,21221,R,R,R,29.77,35.67,49.53
Trimble,KY,21223,R,R,R,19.81,21.96,49.82
Union,KY,21225,R,R,R,5.24,33.67,54.26
Warren,KY,21227,R,R,R,18.86,21.82,24.16
Washington,KY,21229,R,R,R,26.82,34.99,46.01
Wayne,KY,21231,R,R,R,37.06,47.63,61.81
Webster,KY,21233,R,R,R,11.68,33.67,54.38
Whitley,KY,21235,R,R,R,47.66,57.75,67.12
Wolfe,KY,21237,D,R,R,2.86,22.12,39.89
Woodford,KY,21239,R,R,R,17.1,18.94,20.19
Acadia,LA,22001,R,R,R,45.68,49.83,56.68
Allen,LA,22003,R,R,R,36.36,41.67,51.5
Ascension,LA,22005,R,R,R,35.67,34.28,35.97
Assumption,LA,22007,R,R,R,11.18,12.09,25.52
Avoyelles,LA,22009,R,R,R,23.08,26.97,36.96
Beauregard,LA,22011,R,R,R,54.33,58.24,65.29
Bienville,LA,22013,R,R,R,2.52,2.1,8.95
Bossier,LA,22015,R,R,R,43.65,45.37,45.81
Caddo,LA,22017,D,D,D,2.88,5,4.23
Calcasieu,LA,22019,R,R,R,24.6,28.74,33.29
Caldwell,LA,22021,R,R,R,52.69,55.64,64.66
Cameron,LA,22023,R,R,R,65.21,76.18,79.44
Catahoula,LA,22025,R,R,R,34.97,31.86,44.42
Claiborne,LA,22027,R,R,R,10.6,9.43,13.52
Concordia,LA,22029,R,R,R,19.96,17.24,24.85
De Soto,LA,22031,R,R,R,13.39,13.79,21.5
East Baton Rouge,LA,22033,D,D,D,2.16,5.23,9.25
East Carroll,LA,22035,D,D,D,28.46,24.2,26.51
East Feliciana,LA,22037,R,R,R,10.55,7.34,13.28
Evangeline,LA,22039,R,R,R,24.66,30.76,41.34
Franklin,LA,22041,R,R,R,35.47,36.13,43.75
Grant,LA,22043,R,R,R,63.48,65.31,70.59
Iberia,LA,22045,R,R,R,23.02,26.23,31.44
Iberville,LA,22047,D,D,D,11.19,13.38,6.26
Jackson,LA,22049,R,R,R,35.34,37.55,40.59
Jefferson,LA,22051,R,R,R,26.55,18.23,14.71
Jefferson Davis,LA,22053,R,R,R,39.66,47.55,53.9
La Salle,LA,22059,R,R,R,72.36,75.5,79.63
Lafayette,LA,22055,R,R,R,31.27,33.68,33.59
Lafourche,LA,22057,R,R,R,45.99,48.55,56.52
Lincoln,LA,22061,R,R,R,12.58,14.65,19.57
Livingston,LA,22063,R,R,R,71.89,70.4,72.53
Madison,LA,22065,D,D,D,17.89,22.25,17.27
Morehouse,LA,22067,R,R,R,11.11,5.57,11.37
Natchitoches,LA,22069,R,R,R,7.34,6.58,10.97
Orleans,LA,22071,D,D,D,60.16,62.55,66.16
Ouachita,LA,22073,R,R,R,25.17,20.89,25.44
Plaquemines,LA,22075,R,R,R,33.63,28.05,33.6
Pointe Coupee,LA,22077,R,R,R,9.54,9.15,17.22
Rapides,LA,22079,R,R,R,28.66,29.56,32.53
Red River,LA,22081,R,R,R,8.73,4.78,10.24
Richland,LA,22083,R,R,R,26.58,26.36,32.61
Sabine,LA,22085,R,R,R,51.61,55.15,63.1
St. Bernard,LA,22087,R,R,R,45.43,24.66,33.37
St. Charles,LA,22089,R,R,R,31.24,27.79,30.78
St. Helena,LA,22091,D,D,D,16.9,19.57,14.35
St. James,LA,22093,D,D,D,12.43,14.93,7.96
St. John the Baptist,LA,22095,D,D,D,16.22,26.32,24.55
St. Landry,LA,22097,R,R,R,3.25,4.34,11.91
St. Martin,LA,22099,R,R,R,20.72,24.5,33.43
St. Mary,LA,22101,R,R,R,16.76,18.76,27.58
St. Tammany,LA,22103,R,R,R,53.38,52.25,50.81
Tangipahoa,LA,22105,R,R,R,30.85,27.68,32.59
Tensas,LA,22107,D,D,D,9.18,11.88,5.89
Terrebonne,LA,22109,R,R,R,40.87,41.16,48.38
Union,LA,22111,R,R,R,41.55,41.67,48.48
Vermilion,LA,22113,R,R,R,47.53,52.79,59.32
Vernon,LA,22115,R,R,R,53.35,57.51,64.97
Washington,LA,22117,R,R,R,32.72,28.7,36.85
Webster,LA,22119,R,R,R,26.31,24.97,29.11
West Baton Rouge,LA,22121,R,R,R,13.58,9.63,12.15
West Carroll,LA,22123,R,R,R,63.51,61.02,68.4
West Feliciana,LA,22125,R,R,R,13.08,14.12,19.69
Winn,LA,22127,R,R,R,38.17,40.13,46.52
Barnstable,MA,25001,D,D,D,14.04,7.79,13.69
Berkshire,MA,25003,D,D,D,52.45,53.64,41.47
Bristol,MA,25005,D,D,D,23.14,20.38,9.68
Dukes,MA,25007,D,D,D,51.84,47.28,51.5
Essex,MA,25009,D,D,D,20.3,16.33,22.64
Franklin,MA,25011,D,D,D,47.66,46.95,36.97
Hampden,MA,25013,D,D,D,25.33,25.06,16.69
Hampshire,MA,25015,D,D,D,45.56,43.96,40.48
Middlesex,MA,25017,D,D,D,30.12,27.11,38.34
Nantucket,MA,25019,D,D,D,36.52,26.85,35.19
Norfolk,MA,25021,D,D,D,18.54,15.24,28.24
Plymouth,MA,25023,D,D,D,7.57,4.19,7.55
Suffolk,MA,25025,D,D,D,55.69,56.69,63.27
Worcester,MA,25027,D,D,D,13.75,9.44,10.71
Allegany,MD,24001,R,R,R,25.93,31.57,43.7
Anne Arundel,MD,24003,R,R,D,1.8,0.08,2.23
Baltimore,MD,24005,D,D,D,14.55,17,17.64
Baltimore City,MD,24510,D,D,D,75.5,76.1,74.13
Calvert,MD,24009,R,R,R,6.35,7.52,16.77
Caroline,MD,24011,R,R,R,23.03,23.42,37.97
Carroll,MD,24013,R,R,R,31.2,32.93,34.46
Cecil,MD,24015,R,R,R,14.57,19.42,33.62
Charles,MD,24017,D,D,D,25.53,31.37,30.3
Dorchester,MD,24019,R,R,R,8.22,4.66,14.24
Frederick,MD,24021,R,R,R,1.04,3.12,2.39
Garrett,MD,24023,R,R,R,40.14,50.31,58.59
Harford,MD,24025,R,R,R,18.82,18.41,23.03
Howard,MD,24027,D,D,D,21.85,21.97,33.98
Kent,MD,24029,D,R,R,0.48,0.28,3
Montgomery,MD,24031,D,D,D,44.58,43.87,55.37
Prince George's,MD,24033,D,D,D,78.49,80.52,79.73
Queen Anne's,MD,24035,R,R,R,27.08,29.2,34.01
Somerset,MD,24039,R,D,R,2.6,1.9,11.57
St. Mary's,MD,24037,R,R,R,12.79,14.82,22.33
Talbot,MD,24041,R,R,R,9.64,12.37,10.08
Washington,MD,24043,R,R,R,12.86,17.58,30.11
Wicomico,MD,24045,R,R,R,5.77,5.04,9.75
Worcester,MD,24047,R,R,R,15.48,18.01,26.37
Androscoggin,ME,23001,D,D,R,15.22,12.78,9.38
Aroostook,ME,23003,D,D,R,9.58,7.62,17.19
Cumberland,ME,23005,D,D,D,29.87,26.94,26.35
Franklin,ME,23007,D,D,R,20.29,18.41,5.47
Hancock,ME,23009,D,D,D,19.3,17.03,7.51
Kennebec,ME,23011,D,D,R,14.78,13.46,3.58
Knox,ME,23013,D,D,D,21.38,22.54,14.24
Lincoln,ME,23015,D,D,D,12.04,11.64,2.39
Oxford,ME,23017,D,D,R,16.04,14.73,12.94
Penobscot,ME,23019,D,D,R,5.12,2.93,10.91
Piscataquis,ME,23021,R,R,R,3.76,4.25,25.14
Sagadahoc,ME,23023,D,D,D,16.11,16.31,6.29
Somerset,ME,23025,D,D,R,5.7,1.68,22.67
Waldo,ME,23027,D,D,D,11.64,10.63,0.27
Washington,ME,23029,D,D,R,1.01,1.6,18.44
York,ME,23031,D,D,D,20.53,16.33,4.76
Alcona,MI,26001,R,R,R,7.91,18,39.84
Alger,MI,26003,D,R,R,5.98,2.56,20.41
Allegan,MI,26005,R,R,R,10.67,19.61,28.92
Alpena,MI,26007,D,R,R,3.84,5.34,28.66
Antrim,MI,26009,R,R,R,10.3,21.3,29.61
Arenac,MI,26011,D,R,R,4.28,4.95,33.34
Baraga,MI,26013,R,R,R,3.32,8.37,28.71
Barry,MI,26015,R,R,R,9.76,18.11,33.26
Bay,MI,26017,D,D,R,15.31,5.56,12.62
Benzie,MI,26019,D,R,R,7.41,3.94,13.99
Berrien,MI,26021,D,R,R,5.47,6.54,12.71
Branch,MI,26023,R,R,R,6.13,18.21,38.07
Calhoun,MI,26025,D,D,R,9.36,1.6,12.46
Cass,MI,26027,D,R,R,4.11,13.64,30.86
Charlevoix,MI,26029,R,R,R,3.4,14.63,24.24
Cheboygan,MI,26031,R,R,R,1.44,10.93,32.04
Chippewa,MI,26033,R,R,R,0.5,7.57,24.22
Clare,MI,26035,D,R,R,4.83,4.81,31.79
Clinton,MI,26037,D,R,R,0.69,6.27,12.65
Crawford,MI,26039,R,R,R,1.67,11.01,32.79
Delta,MI,26041,D,R,R,6.35,6.67,25.34
Dickinson,MI,26043,R,R,R,7.92,21.36,35.37
Eaton,MI,26045,D,D,R,8.4,3.13,4.75
Emmet,MI,26047,R,R,R,4.4,17.1,19.38
Genesee,MI,26049,D,D,D,32.5,28.17,9.46
Gladwin,MI,26051,D,R,R,1.5,7.16,34.72
Gogebic,MI,26053,D,D,R,17.27,8.1,14.91
Grand Traverse,MI,26055,R,R,R,2.99,11.79,12.5
Gratiot,MI,26057,D,R,R,4.41,3.94,25.59
Hillsdale,MI,26059,R,R,R,12.01,24.19,46.62
Houghton,MI,26061,R,R,R,3.91,9.13,15.73
Huron,MI,26063,R,R,R,0.39,14.78,38.41
Ingham,MI,26065,D,D,D,33.29,27.79,26.87
Ionia,MI,26067,R,R,R,5.82,12.8,30.84
Iosco,MI,26069,D,R,R,5.12,5,29.94
Iron,MI,26071,D,R,R,2.16,8.97,28.27
Isabella,MI,26073,D,D,R,19.26,9.28,3.68
Jackson,MI,26075,D,R,R,2.4,5.76,20.09
Kalamazoo,MI,26077,D,D,D,19.5,13.31,12.76
Kalkaska,MI,26079,R,R,R,8.79,19.63,43.43
Kent,MI,26081,D,R,R,0.52,7.69,3.08
Keweenaw,MI,26083,R,R,R,10.35,13.79,20.01
Lake,MI,26085,D,D,R,12.28,5.01,22.9
Lapeer,MI,26087,R,R,R,3.03,11.45,38.3
Leelanau,MI,26089,D,R,R,2.88,6.4,3.15
Lenawee,MI,26091,D,R,R,5.06,1.29,21.07
Livingston,MI,26093,R,R,R,13.29,23.25,29.56
Luce,MI,26095,R,R,R,10.91,22.69,41.68
Mackinac,MI,26097,R,R,R,3.77,12.22,27.21
Macomb,MI,26099,D,D,R,8.62,3.99,11.53
Manistee,MI,26101,D,D,R,13.26,5.93,15.37
Marquette,MI,26103,D,D,D,20.28,14.01,4.23
Mason,MI,26105,D,R,R,4.4,4.96,21.95
Mecosta,MI,26107,R,R,R,0.73,9.82,26.08
Menominee,MI,26109,D,R,R,10.17,2.95,29.37
Midland,MI,26111,R,R,R,3.57,15.49,19.32
Missaukee,MI,26113,R,R,R,20.97,34.03,52.22
Monroe,MI,26115,D,D,R,4.35,0.98,22.09
Montcalm,MI,26117,R,R,R,0.31,8.62,33.95
Montmorency,MI,26119,R,R,R,8.17,17.4,44.14
Muskegon,MI,26121,D,D,D,29.28,17.79,1.51
Newaygo,MI,26123,R,R,R,4.64,17.36,39.58
Oakland,MI,26125,D,D,D,14.51,8.06,8.11
Oceana,MI,26127,D,R,R,4.36,10.27,27.28
Ogemaw,MI,26129,D,R,R,2.4,6.23,36.56
Ontonagon,MI,26131,D,R,R,3.68,9.04,25.98
Osceola,MI,26133,R,R,R,10.14,21.02,43.65
Oscoda,MI,26135,R,R,R,10,16.11,44.17
Otsego,MI,26137,R,R,R,8.86,19.69,37.57
Ottawa,MI,26139,R,R,R,23.85,34.33,30.47
Presque Isle,MI,26141,D,R,R,1.55,8.5,28.93
Roscommon,MI,26143,D,R,R,2.53,3.86,29.55
Saginaw,MI,26145,D,D,R,17.34,11.89,1.14
Sanilac,MI,26151,R,R,R,8.09,20.42,44.54
Schoolcraft,MI,26153,D,R,R,2.91,6.84,28.57
Shiawassee,MI,26155,D,D,R,8.59,3.67,19.59
St. Clair,MI,26147,D,R,R,2.65,7.13,31.41
St. Joseph,MI,26149,R,R,R,2.19,12.28,30.97
Tuscola,MI,26157,R,R,R,0.85,10.83,37.5
Van Buren,MI,26159,D,D,R,8.78,0.45,13.92
Washtenaw,MI,26161,D,D,D,40.95,35.9,41.28
Wayne,MI,26163,D,D,D,49.48,46.83,37.34
Wexford,MI,26165,R,R,R,4.23,15.26,36.37
Aitkin,MN,27001,D,R,R,0.06,1.32,25.8
Anoka,MN,27003,R,R,R,2.4,2.58,9.6
Becker,MN,27005,R,R,R,6.86,14.5,32.93
Beltrami,MN,27007,D,D,R,10.15,9.89,9.72
Benton,MN,27009,R,R,R,9.74,13.64,36.06
Big Stone,MN,27011,D,R,R,6.35,1.43,24.94
Blue Earth,MN,27013,D,D,R,12.95,9.48,3.69
Brown,MN,27015,R,R,R,12.09,16.57,35.89
Carlton,MN,27017,D,D,D,26.84,26.05,1.65
Carver,MN,27019,R,R,R,15.1,19.68,13.55
Cass,MN,27021,R,R,R,8.49,13,31.46
Chippewa,MN,27023,D,D,R,5.87,1.87,28.7
Chisago,MN,27025,R,R,R,10.26,12.58,30.31
Clay,MN,27027,D,D,R,16.02,7.92,1.95
Clearwater,MN,27029,R,R,R,9.72,14.44,42.99
Cook,MN,27031,D,D,D,23.27,23.24,22.27
Cottonwood,MN,27033,R,R,R,6.59,15.06,34.98
Crow Wing,MN,27035,R,R,R,7.7,13.33,31.54
Dakota,MN,27037,D,D,D,5.51,2.92,4.71
Dodge,MN,27039,R,R,R,9.84,10.02,32.15
Douglas,MN,27041,R,R,R,9.49,15.42,35.52
Faribault,MN,27043,R,R,R,5.64,9.04,33.81
Fillmore,MN,27045,D,D,R,8.26,7.34,21.7
Freeborn,MN,27047,D,D,R,17.13,14.11,17.24
Goodhue,MN,27049,R,R,R,1.38,3,17.87
Grant,MN,27051,D,R,R,5.66,2.9,27.58
Hennepin,MN,27053,D,D,D,28.61,27.04,34.93
Houston,MN,27055,D,D,R,10.69,3.16,13.87
Hubbard,MN,27057,R,R,R,14.49,16.89,33.36
Isanti,MN,27059,R,R,R,15.34,18.06,37.96
Itasca,MN,27061,D,D,R,12.92,9.83,16.35
Jackson,MN,27063,R,R,R,4.27,14.29,38.6
Kanabec,MN,27065,R,R,R,8.66,9.02,35.5
Kandiyohi,MN,27067,R,R,R,5.45,6.69,25.35
Kittson,MN,27069,D,D,R,18.54,6.03,22.05
Koochiching,MN,27071,D,D,R,10.1,9.45,19.85
Lac Qui Parle,MN,27073,D,D,R,5.92,0.9,25.6
Lake,MN,27075,D,D,D,22.07,21.01,2.22
Lake of the Woods,MN,27077,R,R,R,13.27,20.01,44.02
Le Sueur,MN,27079,R,R,R,4.28,6.5,30.45
Lincoln,MN,27081,D,R,R,0.83,5.32,35.48
Lyon,MN,27083,R,R,R,1.61,9.11,28.09
Mahnomen,MN,27087,D,D,R,25.31,18.56,2.92
Marshall,MN,27089,D,R,R,0.55,12.15,41.17
Martin,MN,27091,R,R,R,15.25,23.73,41.11
McLeod,MN,27085,R,R,R,18.33,22.1,38.16
Meeker,MN,27093,R,R,R,10.82,15.92,40
Mille Lacs,MN,27095,R,R,R,7.21,8.57,35.57
Morrison,MN,27097,R,R,R,19.04,23.97,52.73
Mower,MN,27099,D,D,R,23.61,22.61,7.82
Murray,MN,27101,D,R,R,0.52,7.22,35.97
Nicollet,MN,27103,D,D,R,10.52,7.83,3.04
Nobles,MN,27105,R,R,R,1.41,9.25,29.73
Norman,MN,27107,D,D,R,26.94,10.79,13.34
Olmsted,MN,27109,D,D,D,3.28,3.2,0.75
Otter Tail,MN,27111,R,R,R,12.91,21.14,35.69
Pennington,MN,27113,D,R,R,2.14,4.31,27.59
Pine,MN,27115,D,R,R,1.54,0.68,26.15
Pipestone,MN,27117,R,R,R,13.1,23.7,45.99
Polk,MN,27119,D,R,R,4.58,5.73,28.84
Pope,MN,27121,D,R,R,3.79,2.58,26.7
Ramsey,MN,27123,D,D,D,33.9,35.2,39.12
Red Lake,MN,27125,D,R,R,6.25,2.53,31.95
Redwood,MN,27127,R,R,R,13.55,20.05,42.7
Renville,MN,27129,R,R,R,0.64,9.79,36.46
Rice,MN,27131,D,D,R,11.5,8.27,3.06
Rock,MN,27133,R,R,R,13.99,17.83,35.5
Roseau,MN,27135,R,R,R,17.42,22.27,46.07
Saint Louis,MN,27137,D,D,D,32.5,29.63,11.69
Scott,MN,27139,R,R,R,11.2,14.81,15.26
Sherburne,MN,27141,R,R,R,18.19,22.04,36.78
Sibley,MN,27143,R,R,R,19.33,22.74,41.66
Stearns,MN,27145,R,R,R,6.99,12.06,27.69
Steele,MN,27147,R,R,R,5.35,6.26,25.85
Stevens,MN,27149,D,R,R,1.26,0.42,12.65
Swift,MN,27151,D,D,R,13.79,9.83,25.57
Todd,MN,27153,R,R,R,11.1,16.1,47.54
Traverse,MN,27155,D,D,R,5.41,4.44,23.3
Wabasha,MN,27157,R,R,R,2.43,5.39,26.39
Wadena,MN,27159,R,R,R,17.38,24.31,45.47
Waseca,MN,27161,R,R,R,8.19,7.65,32.41
Washington,MN,27163,D,D,D,4.34,0.75,1.84
Watonwan,MN,27165,D,R,R,0.68,0.45,19.09
Wilkin,MN,27167,R,R,R,6.91,19.43,37.43
Winona,MN,27169,D,D,R,19.09,12.85,2.9
Wright,MN,27171,R,R,R,17.44,21.71,32.95
Yellow Medicine,MN,27173,D,R,R,4.26,6.3,35.22
Adair,MO,29001,R,R,R,1.31,14.14,24.74
Andrew,MO,29003,R,R,R,22,33.81,50.55
Atchison,MO,29005,R,R,R,31.45,42.3,55.76
Audrain,MO,29007,R,R,R,16.07,26.6,43.84
Barry,MO,29009,R,R,R,35.02,44.65,59.69
Barton,MO,29011,R,R,R,49.75,55.48,70.11
Bates,MO,29013,R,R,R,18.86,31.69,54.63
Benton,MO,29015,R,R,R,22.26,34.33,55.71
Bollinger,MO,29017,R,R,R,39.45,52.82,72.62
Boone,MO,29019,D,D,D,11.98,3.08,5.87
Buchanan,MO,29021,D,R,R,0.14,8.73,26.1
Butler,MO,29023,R,R,R,37.43,46.69,61.5
Caldwell,MO,29025,R,R,R,18.4,33.81,55.52
Callaway,MO,29027,R,R,R,19.71,31.12,42.04
Camden,MO,29029,R,R,R,28.47,39.34,54.08
Cape Girardeau,MO,29031,R,R,R,33.62,43.8,50.02
Carroll,MO,29033,R,R,R,31.29,44.56,62.71
Carter,MO,29035,R,R,R,29.54,43.73,66.39
Cass,MO,29037,R,R,R,19.63,28.35,35.8
Cedar,MO,29039,R,R,R,33.59,46.96,63.77
Chariton,MO,29041,R,R,R,12.81,27.82,51.95
Christian,MO,29043,R,R,R,35.81,46.52,54.03
Clark,MO,29045,R,R,R,6.08,10.29,53.93
Clay,MO,29047,R,R,R,0.69,8.41,11.05
Clinton,MO,29049,R,R,R,11.13,22.75,44.03
Cole,MO,29051,R,R,R,26.91,33.69,36.66
Cooper,MO,29053,R,R,R,23.75,32.13,46.23
Crawford,MO,29055,R,R,R,20.78,36.36,60.85
Dade,MO,29057,R,R,R,40.86,50.21,64.46
Dallas,MO,29059,R,R,R,29.14,39.43,62.03
Daviess,MO,29061,R,R,R,22.79,33.09,56.69
DeKalb,MO,29063,R,R,R,25.56,42.8,59.12
Dent,MO,29065,R,R,R,37.84,49.65,68.06
Douglas,MO,29067,R,R,R,33.75,44.82,67.54
Dunklin,MO,29069,R,R,R,21.29,30.18,53.56
Franklin,MO,29071,R,R,R,12.37,27.91,46.07
Gasconade,MO,29073,R,R,R,23.99,39.19,55.74
Gentry,MO,29075,R,R,R,22.14,35.05,55.83
Greene,MO,29077,R,R,R,15.85,24.38,27.32
Grundy,MO,29079,R,R,R,30.08,41.56,62.23
Harrison,MO,29081,R,R,R,31.29,44.38,64.81
Henry,MO,29083,R,R,R,10.99,25.91,47.82
Hickory,MO,29085,R,R,R,13.27,23.55,53.47
Holt,MO,29087,R,R,R,37.68,50.82,67.05
Howard,MO,29089,R,R,R,13.84,26.59,40.96
Howell,MO,29091,R,R,R,30.81,43.74,63.09
Iron,MO,29093,D,R,R,2.79,14.46,52.47
Jackson,MO,29095,R,R,R,1.13,8.53,11.73
Jasper,MO,29097,R,R,R,33.18,41,50.69
Jefferson,MO,29099,D,R,R,2.52,12.72,35.27
Johnson,MO,29101,R,R,R,12.24,24.24,36.86
Kansas City,MO,36000,D,D,D,57.6,55.67,56.83
Knox,MO,29103,R,R,R,22.38,25.91,55.45
Laclede,MO,29105,R,R,R,34.66,44.53,64.34
Lafayette,MO,29107,R,R,R,15.3,26.26,43.68
Lawrence,MO,29109,R,R,R,37.06,46.99,60.95
Lewis,MO,29111,R,R,R,16.81,27.32,54.08
Lincoln,MO,29113,R,R,R,11.42,29.13,50.41
Linn,MO,29115,R,R,R,8.46,23.48,50.98
Livingston,MO,29117,R,R,R,23.78,34.69,56.28
Macon,MO,29121,R,R,R,24.11,33.41,55.77
Madison,MO,29123,R,R,R,17,33.25,58.2
Maries,MO,29125,R,R,R,27.57,41.12,61.49
Marion,MO,29127,R,R,R,23.91,32.01,49.66
McDonald,MO,29119,R,R,R,37.43,48.28,63.94
Mercer,MO,29129,R,R,R,37.19,54.5,72.78
Miller,MO,29131,R,R,R,36.79,49.44,66
Mississippi,MO,29133,R,R,R,14.69,23.15,41.44
Moniteau,MO,29135,R,R,R,35.75,48.05,60.18
